days,MSE,MSE-exog,MAE,MAE-exog
1,14.573683199658005,4.4983586460966505,2.4419016725302103,1.2885172386003765
7,38.631181393084084,19.641579621268587,3.960248732819007,2.742828707763782
14,83.2313957314428,34.69117402070824,5.786572167942734,3.4776295368975534
21,110.24070280358042,45.69978827907916,6.676919119654169,4.065660118877025
